               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.024975,           0.0086071,            0.002345,              0.7222,             0.37912,             0.44975,             0.29658,            0.030776,           0.0070167,           0.0069924,           0.0072676,           0.0072676,           0.0072676
                 140,            0.026117,           0.0086208,           0.0019467,             0.64322,             0.52747,             0.55993,             0.37375,            0.029767,           0.0071385,           0.0071515,           0.0072478,           0.0072478,           0.0072478
                 141,             0.02459,           0.0081014,           0.0043999,             0.97873,             0.44633,              0.5523,              0.3813,            0.029403,           0.0068443,           0.0088516,            0.007228,            0.007228,            0.007228
                 142,            0.024997,           0.0074012,           0.0017954,              0.8559,             0.41758,             0.53173,             0.35257,            0.031779,            0.007014,            0.012101,           0.0072082,           0.0072082,           0.0072082
                 143,            0.024552,           0.0078855,           0.0036311,             0.69637,             0.40589,             0.55432,             0.32314,            0.034531,           0.0066953,            0.012999,           0.0071884,           0.0071884,           0.0071884
                 144,            0.024636,           0.0079318,           0.0054458,             0.69861,             0.41506,             0.55349,             0.32296,            0.032433,           0.0059526,            0.010683,           0.0071686,           0.0071686,           0.0071686
                 145,            0.025763,           0.0077813,           0.0061846,             0.60189,             0.52747,             0.59774,             0.36135,            0.036677,           0.0060537,           0.0095999,           0.0071488,           0.0071488,           0.0071488
                 146,             0.02457,           0.0080573,           0.0044495,             0.55546,             0.49451,              0.5288,             0.34454,            0.031039,           0.0061691,            0.012013,            0.007129,            0.007129,            0.007129
                 147,            0.024372,           0.0089525,           0.0043062,             0.74111,             0.52426,             0.57783,             0.38368,            0.031156,           0.0064034,           0.0082603,           0.0071092,           0.0071092,           0.0071092
                 148,              0.0257,           0.0076019,           0.0045737,             0.72503,             0.53656,             0.61878,             0.39855,            0.029844,           0.0053909,           0.0092793,           0.0070894,           0.0070894,           0.0070894
                 149,            0.024955,           0.0080125,           0.0026432,             0.69993,             0.50776,             0.56362,             0.32607,            0.034962,           0.0058784,           0.0085783,           0.0070696,           0.0070696,           0.0070696
                 150,            0.025169,           0.0084616,           0.0031747,             0.61149,             0.49451,             0.45057,             0.28676,            0.033931,           0.0061145,           0.0092525,           0.0070498,           0.0070498,           0.0070498
                 151,            0.023544,           0.0087076,           0.0028917,             0.81556,             0.37912,              0.4995,             0.32831,            0.035895,            0.006181,           0.0088884,             0.00703,             0.00703,             0.00703
                 152,            0.023975,           0.0073426,           0.0031407,             0.74217,             0.45055,             0.53541,             0.36201,            0.031521,           0.0061193,           0.0076563,           0.0070102,           0.0070102,           0.0070102
                 153,            0.023367,           0.0078539,           0.0041005,              0.5926,             0.63736,             0.59103,             0.35654,            0.030412,           0.0056541,           0.0077293,           0.0069904,           0.0069904,           0.0069904
