               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.026934,            0.011346,           0.0028448,             0.92896,             0.91016,             0.95922,             0.55085,            0.027914,           0.0043819,            0.001236,            0.006931,            0.006931,            0.006931
                  95,            0.026356,            0.011304,           0.0025678,             0.97453,             0.94038,             0.96951,             0.65094,            0.025351,           0.0044436,          0.00072427,            0.006898,            0.006898,            0.006898
                  96,            0.026456,            0.010882,           0.0027031,             0.94108,             0.94605,              0.9766,             0.66348,            0.022722,           0.0043879,          0.00081434,            0.006865,            0.006865,            0.006865
                  97,            0.026753,            0.011455,           0.0021741,             0.90591,             0.93736,             0.96684,             0.68509,            0.021152,           0.0039237,            0.002176,            0.006832,            0.006832,            0.006832
                  98,            0.027157,            0.011538,           0.0029444,             0.97557,             0.95677,             0.98499,              0.7038,            0.021324,           0.0040474,          0.00076747,            0.006799,            0.006799,            0.006799
                  99,            0.026017,            0.011031,           0.0022068,             0.96923,             0.91013,             0.98498,             0.69044,            0.023721,           0.0040317,           0.0011761,            0.006766,            0.006766,            0.006766
                 100,            0.026801,            0.011252,           0.0025698,             0.92368,             0.93412,             0.97197,             0.67633,            0.020957,           0.0040064,           0.0010952,            0.006733,            0.006733,            0.006733
                 101,             0.02623,             0.01069,           0.0020653,             0.94889,               0.924,             0.96843,             0.69103,            0.021995,           0.0041168,          0.00096188,              0.0067,              0.0067,              0.0067
                 102,            0.025128,            0.010999,           0.0021758,             0.94915,             0.91616,             0.97594,             0.67325,            0.022811,           0.0040956,          0.00076046,            0.006667,            0.006667,            0.006667
                 103,            0.025669,            0.010873,           0.0018777,              0.9402,             0.93666,             0.95917,             0.67201,            0.023086,             0.00404,           0.0012152,            0.006634,            0.006634,            0.006634
                 104,            0.025656,            0.010341,           0.0018504,             0.96851,             0.93275,             0.96046,             0.69901,            0.022587,           0.0037704,           0.0010575,            0.006601,            0.006601,            0.006601
                 105,            0.025709,            0.010656,           0.0022074,             0.94443,             0.91378,             0.96996,             0.66807,            0.021451,           0.0038352,           0.0014023,            0.006568,            0.006568,            0.006568
                 106,            0.025522,            0.010588,           0.0020808,             0.94599,              0.9075,             0.96752,             0.67216,             0.02278,           0.0039995,           0.0016265,            0.006535,            0.006535,            0.006535
                 107,            0.026667,            0.010213,           0.0022482,             0.97245,             0.89096,             0.97569,             0.67807,            0.022706,           0.0039661,          0.00099783,            0.006502,            0.006502,            0.006502
                 108,             0.02531,            0.010698,           0.0020897,             0.95819,             0.90142,             0.97822,              0.6798,            0.024272,           0.0041986,           0.0012167,            0.006469,            0.006469,            0.006469
                 109,            0.025974,            0.010511,           0.0022616,             0.96814,             0.91096,              0.9723,             0.65577,            0.024588,            0.004004,           0.0015923,            0.006436,            0.006436,            0.006436
                 110,            0.026762,            0.010597,           0.0022444,             0.95758,             0.88327,             0.97197,             0.66105,            0.023568,           0.0041208,            0.001391,            0.006403,            0.006403,            0.006403
                 111,            0.025759,            0.010799,           0.0024461,              0.9411,             0.92977,             0.97519,             0.67893,            0.022857,           0.0039232,           0.0015324,             0.00637,             0.00637,             0.00637
                 112,            0.025615,            0.010901,           0.0029163,             0.96816,             0.91914,             0.97492,             0.69766,            0.021384,           0.0039937,          0.00094652,            0.006337,            0.006337,            0.006337
                 113,            0.025062,            0.011064,           0.0024046,             0.94609,             0.92533,             0.96606,             0.67608,            0.021653,           0.0040534,           0.0013634,            0.006304,            0.006304,            0.006304
                 114,            0.024441,            0.010375,           0.0021053,              0.9278,             0.92446,              0.9529,             0.64804,             0.02217,           0.0040979,           0.0013156,            0.006271,            0.006271,            0.006271
                 115,            0.024928,            0.010472,           0.0015612,             0.93932,             0.93826,             0.97759,             0.68854,            0.020969,           0.0039539,           0.0011491,            0.006238,            0.006238,            0.006238
                 116,            0.024939,            0.010186,           0.0038673,              0.9278,             0.92977,             0.97254,             0.69244,            0.019124,           0.0040736,          0.00099618,            0.006205,            0.006205,            0.006205
                 117,            0.025483,            0.010627,           0.0020978,             0.96795,             0.87055,             0.94887,             0.66682,            0.022028,           0.0043035,          0.00097938,            0.006172,            0.006172,            0.006172
                 118,            0.024808,            0.010499,           0.0023242,             0.98487,             0.90726,             0.98149,             0.68037,            0.023001,           0.0041151,          0.00097222,            0.006139,            0.006139,            0.006139
                 119,            0.024445,            0.010346,            0.002332,             0.96009,             0.91567,              0.9796,             0.70548,            0.022301,           0.0037742,           0.0012385,            0.006106,            0.006106,            0.006106
                 120,            0.025313,            0.010347,           0.0022428,             0.92813,             0.95018,             0.97927,             0.70708,            0.023267,           0.0036545,           0.0017872,            0.006073,            0.006073,            0.006073
                 121,            0.024634,            0.010211,           0.0022228,             0.94898,             0.93998,             0.97428,             0.69448,            0.021664,           0.0038021,           0.0014267,             0.00604,             0.00604,             0.00604
                 122,            0.025559,            0.010302,           0.0022365,             0.98157,             0.96979,             0.98754,             0.68681,            0.020301,           0.0038686,          0.00083132,            0.006007,            0.006007,            0.006007
                 123,            0.024159,            0.010362,            0.001414,              0.9861,              0.9378,             0.99215,             0.71954,            0.022156,           0.0038812,           0.0004508,            0.005974,            0.005974,            0.005974
                 124,            0.024725,            0.010451,            0.001644,             0.97483,             0.93517,             0.98977,             0.73044,            0.019371,           0.0038369,          0.00052691,            0.005941,            0.005941,            0.005941
                 125,            0.023941,            0.010189,           0.0024045,             0.92901,             0.92037,             0.97607,              0.6598,            0.024449,           0.0039527,           0.0012171,            0.005908,            0.005908,            0.005908
                 126,            0.024338,             0.01009,           0.0016815,             0.95941,             0.91833,             0.97953,             0.66261,            0.023899,           0.0038748,           0.0010195,            0.005875,            0.005875,            0.005875
                 127,            0.024885,            0.010411,           0.0021158,             0.97731,             0.89834,             0.97628,             0.69346,            0.020972,           0.0040677,            0.001033,            0.005842,            0.005842,            0.005842
                 128,            0.024235,           0.0099474,           0.0021151,             0.99669,             0.97999,             0.99433,             0.73057,            0.020726,           0.0035675,          0.00040255,            0.005809,            0.005809,            0.005809
                 129,            0.024665,            0.010263,           0.0022112,             0.93604,             0.95046,             0.97831,             0.70678,            0.021763,           0.0038292,          0.00065265,            0.005776,            0.005776,            0.005776
                 130,             0.02505,            0.010181,            0.002214,             0.97995,             0.94847,             0.98269,             0.70286,            0.022796,            0.003885,           0.0012068,            0.005743,            0.005743,            0.005743
                 131,            0.024405,            0.010153,            0.001765,             0.98618,             0.93803,             0.98794,              0.6942,            0.023337,           0.0038438,          0.00087075,             0.00571,             0.00571,             0.00571
                 132,            0.024765,            0.010306,           0.0013211,             0.95695,              0.9576,             0.98243,             0.69908,             0.02177,           0.0037293,          0.00083289,            0.005677,            0.005677,            0.005677
