               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 125,            0.034512,            0.011056,           0.0070657,             0.65179,             0.56593,             0.65106,             0.35208,            0.032674,           0.0065925,            0.014806,            0.005908,            0.005908,            0.005908
                 126,            0.032161,            0.011524,            0.007411,             0.63429,             0.56593,             0.58052,             0.30725,            0.032093,           0.0067622,            0.015756,            0.005875,            0.005875,            0.005875
                 127,            0.030361,            0.010136,           0.0049554,             0.68158,             0.54657,             0.58669,             0.34277,            0.031271,           0.0068595,            0.015704,            0.005842,            0.005842,            0.005842
                 128,            0.028532,            0.011354,           0.0089446,             0.63429,             0.54414,              0.5736,             0.30674,            0.030854,           0.0068936,            0.017205,            0.005809,            0.005809,            0.005809
                 129,            0.033776,            0.011116,           0.0060265,             0.53405,             0.62653,             0.51783,             0.26088,            0.032014,           0.0070181,            0.018123,            0.005776,            0.005776,            0.005776
                 130,            0.030021,             0.01153,           0.0063054,             0.62073,             0.48901,             0.53001,             0.28377,            0.033271,           0.0073797,            0.021907,            0.005743,            0.005743,            0.005743
                 131,            0.029814,             0.01125,           0.0040385,             0.45355,             0.52735,             0.44284,             0.20672,            0.040576,           0.0072894,            0.022609,             0.00571,             0.00571,             0.00571
                 132,            0.036982,            0.010539,           0.0057355,             0.56598,             0.45717,             0.48269,             0.27997,            0.033745,           0.0074621,             0.02212,            0.005677,            0.005677,            0.005677
                 133,            0.035044,           0.0098312,           0.0046159,             0.68789,             0.45055,             0.50129,             0.31849,             0.03019,           0.0076004,             0.02258,            0.005644,            0.005644,            0.005644
                 134,            0.028579,            0.010397,           0.0030818,             0.63057,             0.45055,             0.49024,             0.30756,            0.031187,           0.0075846,            0.022649,            0.005611,            0.005611,            0.005611
                 135,             0.03141,            0.011465,           0.0048671,             0.66879,             0.46599,             0.49492,             0.33379,            0.028007,           0.0076525,            0.023839,            0.005578,            0.005578,            0.005578
                 136,            0.028128,           0.0095085,           0.0035974,              0.6381,             0.48743,             0.49215,              0.3305,            0.028021,           0.0077154,            0.023699,            0.005545,            0.005545,            0.005545
                 137,            0.029191,           0.0099917,           0.0049087,             0.64105,             0.47256,             0.50052,             0.32867,            0.029069,           0.0076159,             0.02417,            0.005512,            0.005512,            0.005512
                 138,            0.032447,            0.011636,            0.004159,             0.51306,             0.59578,             0.50797,             0.33536,            0.027756,           0.0069449,            0.024278,            0.005479,            0.005479,            0.005479
                 139,               0.032,            0.011117,           0.0048566,             0.49917,             0.52747,              0.5158,             0.30384,            0.032693,           0.0063913,            0.024792,            0.005446,            0.005446,            0.005446
                 140,            0.036786,            0.010369,            0.005569,             0.50461,             0.52747,             0.51261,             0.32167,            0.029176,           0.0062236,            0.025016,            0.005413,            0.005413,            0.005413
                 141,            0.032376,           0.0099435,           0.0055483,             0.50699,             0.52747,             0.51308,             0.32801,            0.030316,           0.0060943,            0.023981,             0.00538,             0.00538,             0.00538
                 142,            0.033349,            0.010113,           0.0043354,             0.51297,             0.48901,             0.51502,              0.3454,            0.031594,            0.005987,            0.022066,            0.005347,            0.005347,            0.005347
                 143,            0.030625,           0.0099828,           0.0068423,             0.68551,             0.45055,             0.58382,             0.39288,             0.03222,           0.0059361,            0.017145,            0.005314,            0.005314,            0.005314
                 144,            0.031153,             0.01137,            0.005736,             0.60151,             0.45055,             0.59521,             0.40153,            0.032671,           0.0059998,            0.017557,            0.005281,            0.005281,            0.005281
                 145,            0.028162,            0.010557,           0.0035508,             0.56298,             0.48901,             0.59431,             0.41855,             0.03175,           0.0060096,            0.017888,            0.005248,            0.005248,            0.005248
                 146,            0.029661,            0.012764,           0.0055176,             0.62048,             0.55582,             0.60664,             0.40454,            0.030769,           0.0059588,            0.015466,            0.005215,            0.005215,            0.005215
                 147,            0.034699,            0.011284,           0.0092521,             0.51261,             0.67033,             0.60125,             0.44175,            0.026399,           0.0061645,            0.016897,            0.005182,            0.005182,            0.005182
                 148,            0.027771,            0.012286,           0.0036376,             0.56019,             0.69718,             0.57649,             0.37922,            0.029223,           0.0063768,             0.01717,            0.005149,            0.005149,            0.005149
                 149,            0.031539,            0.010584,            0.006366,             0.56208,             0.70879,             0.59518,             0.40887,            0.024164,           0.0062709,            0.017638,            0.005116,            0.005116,            0.005116
                 150,            0.028129,            0.011018,           0.0045231,             0.65083,             0.67033,             0.63072,             0.42887,            0.024464,           0.0059607,            0.017309,            0.005083,            0.005083,            0.005083
                 151,            0.027615,            0.010578,           0.0036666,             0.73158,             0.66932,             0.64323,             0.43244,            0.023865,           0.0059866,            0.016844,             0.00505,             0.00505,             0.00505
                 152,            0.027241,             0.01213,           0.0040152,             0.74434,             0.67033,             0.66086,             0.42868,            0.024242,           0.0061029,            0.015585,            0.005017,            0.005017,            0.005017
                 153,            0.026168,            0.010235,             0.00498,             0.64722,             0.67033,             0.63482,             0.40858,            0.025904,           0.0060093,            0.015158,            0.004984,            0.004984,            0.004984
                 154,             0.03051,           0.0097018,           0.0098327,             0.70153,             0.56445,             0.62119,             0.36555,            0.026457,            0.006067,             0.01564,            0.004951,            0.004951,            0.004951
                 155,            0.031884,           0.0093174,           0.0070114,             0.71718,             0.58602,             0.60509,             0.40508,            0.030305,           0.0060975,              0.0172,            0.004918,            0.004918,            0.004918
                 156,            0.032153,            0.011291,           0.0048914,             0.70924,              0.5115,             0.60636,             0.38779,            0.028106,           0.0065334,            0.018538,            0.004885,            0.004885,            0.004885
                 157,            0.028722,            0.009352,           0.0047869,             0.75784,             0.47083,             0.60199,             0.39644,             0.02899,           0.0064468,            0.019601,            0.004852,            0.004852,            0.004852
